tpep_pickup_datetime,tpep_dropoff_datetime,trip_distance,fare_amount,pickup_zip,dropoff_zip
2016-02-25T20:15:18.000+0000,2016-02-25T20:19:27.000+0000,0.6,4.5,10103,10019
2016-02-29T18:15:09.000+0000,2016-02-29T18:19:35.000+0000,0.7,5,10022,10167
2016-02-23T01:27:25.000+0000,2016-02-23T01:46:04.000+0000,5.67,19.5,10002,11237
2016-02-20T23:51:28.000+0000,2016-02-21T00:09:41.000+0000,3.51,15,10023,10003
2016-02-12T19:29:47.000+0000,2016-02-12T19:48:59.000+0000,3.2,15,10003,10065
2016-02-13T14:16:25.000+0000,2016-02-13T14:28:39.000+0000,2.36,10.5,10023,10028
2016-02-08T17:28:53.000+0000,2016-02-08T17:33:23.000+0000,0.85,5.5,10115,10025
2016-02-25T23:13:36.000+0000,2016-02-25T23:36:00.000+0000,6.61,23,10154,11201
2016-02-10T13:30:58.000+0000,2016-02-10T13:37:21.000+0000,1.08,6.5,10025,10027
2016-02-14T18:34:16.000+0000,2016-02-14T18:43:55.000+0000,1.89,9,10012,10280
2016-02-04T14:58:31.000+0000,2016-02-04T15:33:05.000+0000,10.61,33.5,10103,11371
2016-02-13T18:58:36.000+0000,2016-02-13T19:08:17.000+0000,1.14,7.5,10011,10012
2016-02-08T19:43:31.000+0000,2016-02-08T19:47:34.000+0000,1.01,5.5,10119,10014
2016-02-12T21:07:04.000+0000,2016-02-12T21:18:08.000+0000,2.2,10,10103,10028
2016-02-09T16:28:00.000+0000,2016-02-09T16:37:54.000+0000,1.36,8,10001,10020
2016-02-10T21:34:17.000+0000,2016-02-10T21:40:20.000+0000,0.9,6,10023,10019
2016-02-16T16:04:13.000+0000,2016-02-16T16:24:50.000+0000,3.8,17,10119,10006
2016-02-24T21:57:24.000+0000,2016-02-24T22:02:40.000+0000,0.69,5,10044,10021
2016-02-11T12:43:27.000+0000,2016-02-11T12:50:12.000+0000,1.11,6.5,10014,10013
2016-02-05T15:01:33.000+0000,2016-02-05T15:08:43.000+0000,1.47,7.5,10002,10017
2016-02-22T09:22:25.000+0000,2016-02-22T09:28:10.000+0000,0.6,5.5,10065,10021
2016-02-29T18:21:45.000+0000,2016-02-29T18:27:28.000+0000,0.79,6,10025,10025
2016-02-08T11:29:45.000+0000,2016-02-08T11:48:34.000+0000,4.01,16,10022,11103
2016-02-02T11:09:18.000+0000,2016-02-02T11:52:06.000+0000,7.4,33.5,10278,10027
2016-02-05T11:55:34.000+0000,2016-02-05T12:16:19.000+0000,2.5,14.5,10019,10028
2016-02-13T03:39:28.000+0000,2016-02-13T03:45:07.000+0000,1.1,6.5,10017,10154
2016-02-10T13:47:25.000+0000,2016-02-10T14:03:08.000+0000,1.3,10.5,10019,10065
2016-02-07T01:26:41.000+0000,2016-02-07T01:54:15.000+0000,7.58,25.5,10018,11373
2016-02-03T13:07:25.000+0000,2016-02-03T13:15:56.000+0000,0.6,7,10282,10006
2016-02-12T10:44:44.000+0000,2016-02-12T10:51:25.000+0000,1.3,7,10009,10017
2016-02-18T15:55:41.000+0000,2016-02-18T16:14:18.000+0000,1.39,12,10103,10022
2016-02-17T17:41:43.000+0000,2016-02-17T18:39:36.000+0000,18,52,11422,10020
2016-02-18T16:27:41.000+0000,2016-02-18T16:30:51.000+0000,0.9,5,10162,10027
2016-02-14T19:02:49.000+0000,2016-02-14T19:17:46.000+0000,2.46,11.5,10011,10007
2016-02-13T02:12:04.000+0000,2016-02-13T02:16:08.000+0000,0,4.5,10044,10044
2016-02-23T14:33:16.000+0000,2016-02-23T14:43:21.000+0000,0.84,7.5,10021,10022
2016-02-04T07:54:01.000+0000,2016-02-04T07:58:32.000+0000,0.9,5,10012,10003
2016-02-16T21:47:49.000+0000,2016-02-16T21:53:56.000+0000,1.07,6.5,10003,10009
2016-02-12T14:34:17.000+0000,2016-02-12T14:56:26.000+0000,3,15.5,10103,10013
2016-02-05T19:56:32.000+0000,2016-02-05T20:00:39.000+0000,1.48,6,10199,10019
2016-02-24T18:57:49.000+0000,2016-02-24T19:01:58.000+0000,0.49,4.5,10011,10199
2016-02-23T20:32:39.000+0000,2016-02-23T20:40:04.000+0000,1.16,7,10065,10044
2016-02-10T15:22:26.000+0000,2016-02-10T15:46:41.000+0000,4.4,19,10280,10020
2016-02-10T20:39:23.000+0000,2016-02-10T20:50:21.000+0000,1.7,9,10152,10110
2016-02-02T08:03:45.000+0000,2016-02-02T08:22:35.000+0000,2.87,14.5,10001,10282
2016-02-05T21:21:22.000+0000,2016-02-05T21:30:00.000+0000,0.91,7,10001,10199
2016-02-12T07:26:29.000+0000,2016-02-12T07:34:36.000+0000,1.45,7.5,10003,10013
2016-02-15T22:36:50.000+0000,2016-02-15T22:43:44.000+0000,1.64,7.5,10023,10018
2016-02-18T20:46:05.000+0000,2016-02-18T21:14:46.000+0000,8.2,28,10006,10025
2016-02-20T00:06:40.000+0000,2016-02-20T00:44:12.000+0000,10.5,35.5,10167,11238
2016-02-07T13:31:27.000+0000,2016-02-07T13:48:00.000+0000,8.7,25,11371,10028
2016-02-28T09:25:33.000+0000,2016-02-28T09:29:25.000+0000,1.4,6,10023,10025
2016-02-08T09:08:58.000+0000,2016-02-08T09:15:03.000+0000,1.1,6,10011,10003
2016-02-24T22:31:54.000+0000,2016-02-24T22:44:16.000+0000,1.8,10,10044,10022
2016-02-09T10:12:11.000+0000,2016-02-09T10:18:58.000+0000,0.54,6,10119,10199
2016-02-09T18:41:03.000+0000,2016-02-09T18:51:25.000+0000,1.4,8.5,10001,10012
2016-02-13T23:28:01.000+0000,2016-02-13T23:40:23.000+0000,3,11.5,10001,10028
2016-02-05T14:21:20.000+0000,2016-02-05T14:31:20.000+0000,2,9,11371,10023
2016-02-09T22:05:03.000+0000,2016-02-09T22:13:50.000+0000,1.4,7.5,10111,10019
2016-02-11T21:24:30.000+0000,2016-02-11T21:43:17.000+0000,3.9,15.5,10012,10019
2016-02-12T07:32:32.000+0000,2016-02-12T07:37:57.000+0000,0.7,5.5,10017,10171
2016-02-28T11:12:19.000+0000,2016-02-28T11:25:47.000+0000,3.2,12.5,10162,10037
2016-02-27T07:45:23.000+0000,2016-02-27T07:54:53.000+0000,2.7,10,10199,10013
2016-02-07T01:34:11.000+0000,2016-02-07T01:53:46.000+0000,4.1,16,10022,10013
2016-02-22T19:42:34.000+0000,2016-02-22T19:46:13.000+0000,0.85,5,10023,10162
2016-02-09T19:39:12.000+0000,2016-02-09T19:58:01.000+0000,4.94,18,10006,11217
2016-02-28T11:35:14.000+0000,2016-02-28T11:41:00.000+0000,1.2,6.5,10153,10023
2016-02-01T15:39:23.000+0000,2016-02-01T15:46:28.000+0000,1.1,6.5,10026,10035
2016-02-22T23:16:11.000+0000,2016-02-22T23:24:31.000+0000,1.9,8.5,10031,10037
2016-02-18T21:56:36.000+0000,2016-02-18T22:19:13.000+0000,3.88,16,10019,10012
2016-02-11T14:26:01.000+0000,2016-02-11T14:50:11.000+0000,9.38,29,11371,10065
2016-02-16T18:47:18.000+0000,2016-02-16T19:11:00.000+0000,8.67,26.5,11371,10021
2016-02-07T22:53:11.000+0000,2016-02-07T23:01:31.000+0000,2.3,9,10028,10171
2016-02-26T07:43:30.000+0000,2016-02-26T07:51:59.000+0000,0.99,7,10119,10016
2016-02-25T13:40:14.000+0000,2016-02-25T14:02:27.000+0000,3.29,12.5,10006,10009
2016-02-12T07:54:51.000+0000,2016-02-12T08:27:41.000+0000,10,33.5,10023,11371
2016-02-18T16:55:15.000+0000,2016-02-18T17:11:07.000+0000,3.65,14,10115,10021
2016-02-10T06:35:13.000+0000,2016-02-10T06:52:36.000+0000,4.6,15.5,10017,10007
2016-02-26T13:28:21.000+0000,2016-02-26T13:52:23.000+0000,4.02,17.5,10022,10013
2016-02-26T19:02:51.000+0000,2016-02-26T19:09:12.000+0000,1.1,6,10022,10017
2016-02-25T10:32:45.000+0000,2016-02-25T10:42:23.000+0000,1.5,8,10065,10044
2016-02-05T17:57:35.000+0000,2016-02-05T18:04:04.000+0000,0.74,6,10003,10011
2016-02-04T00:21:35.000+0000,2016-02-04T00:28:16.000+0000,2.05,7.5,10003,10110
2016-02-11T05:58:35.000+0000,2016-02-11T05:59:19.000+0000,0.2,3,10103,10111
2016-02-06T22:32:04.000+0000,2016-02-06T22:53:14.000+0000,2.85,14.5,10012,10020
2016-02-14T15:21:22.000+0000,2016-02-14T15:52:12.000+0000,9.35,32,11371,10001
2016-02-19T21:33:49.000+0000,2016-02-19T21:50:04.000+0000,2.6,13,10280,10011
2016-02-05T10:39:01.000+0000,2016-02-05T10:42:30.000+0000,0.8,5,10044,10028
2016-02-24T17:07:51.000+0000,2016-02-24T17:47:18.000+0000,10.98,35.5,11371,10034
2016-02-23T19:22:22.000+0000,2016-02-23T19:27:19.000+0000,0.9,5.5,10065,10021
2016-02-21T15:40:18.000+0000,2016-02-21T15:56:40.000+0000,6.8,21,11371,11415
2016-02-10T14:08:21.000+0000,2016-02-10T14:41:07.000+0000,7.75,29.5,10278,10027
2016-02-02T08:20:01.000+0000,2016-02-02T08:29:25.000+0000,1.36,8,10003,10013
2016-02-17T12:18:15.000+0000,2016-02-17T12:26:22.000+0000,0.57,6.5,10199,10018
2016-02-08T10:50:06.000+0000,2016-02-08T11:00:36.000+0000,1.63,9,10028,10065
2016-02-13T17:34:28.000+0000,2016-02-13T18:05:10.000+0000,3.3,19.5,10110,10153
2016-02-21T21:42:56.000+0000,2016-02-21T21:49:02.000+0000,1.15,6.5,10025,10023
2016-02-17T07:30:53.000+0000,2016-02-17T07:41:01.000+0000,0.6,7.5,10017,10167
2016-02-05T21:21:43.000+0000,2016-02-05T21:32:27.000+0000,1.8,8.5,10001,10009
2016-02-25T18:30:52.000+0000,2016-02-25T18:36:51.000+0000,1.11,6,10167,10009
2016-02-21T17:05:49.000+0000,2016-02-21T17:13:30.000+0000,1.6,8,10009,10152
2016-02-27T18:55:02.000+0000,2016-02-27T19:03:08.000+0000,1.8,8.5,10012,10282
2016-02-16T16:18:25.000+0000,2016-02-16T16:22:50.000+0000,1.02,5.5,10013,10280
2016-02-23T21:11:59.000+0000,2016-02-23T21:12:17.000+0000,0.07,2.5,11106,11106
2016-02-11T13:04:14.000+0000,2016-02-11T13:49:55.000+0000,10.6,38.5,11371,10020
2016-02-14T15:19:04.000+0000,2016-02-14T15:29:22.000+0000,2.18,9.5,10044,10017
2016-02-20T21:03:29.000+0000,2016-02-20T21:15:59.000+0000,1,9,10002,10003
2016-02-19T02:38:04.000+0000,2016-02-19T02:43:58.000+0000,1.5,7,10018,10023
2016-02-07T15:50:57.000+0000,2016-02-07T15:57:14.000+0000,1.3,6.5,10119,10011
2016-02-07T13:51:35.000+0000,2016-02-07T14:06:46.000+0000,4.1,15,10006,10018
2016-02-17T09:55:17.000+0000,2016-02-17T10:43:53.000+0000,3.61,28.5,10119,10271
2016-02-28T20:42:24.000+0000,2016-02-28T20:58:37.000+0000,3.8,14.5,10014,10065
2016-02-10T20:30:29.000+0000,2016-02-10T20:39:44.000+0000,1.37,8,10003,10119
2016-02-22T19:47:47.000+0000,2016-02-22T20:09:03.000+0000,5.48,20,10028,11222
2016-02-03T13:55:59.000+0000,2016-02-03T14:27:22.000+0000,5.2,23,10013,10103
2016-02-01T09:15:43.000+0000,2016-02-01T09:20:49.000+0000,0.55,5,10022,10153
2016-02-27T18:40:28.000+0000,2016-02-27T18:50:15.000+0000,0.69,7.5,10119,10119
2016-02-03T10:46:46.000+0000,2016-02-03T11:09:39.000+0000,3.54,16.5,10022,10026
2016-02-27T09:20:56.000+0000,2016-02-27T09:28:46.000+0000,1.74,8,10012,10110
2016-02-11T18:54:19.000+0000,2016-02-11T19:29:33.000+0000,8.84,30,10032,10016
2016-02-26T18:40:41.000+0000,2016-02-26T18:48:26.000+0000,1.1,7,10017,10022
2016-02-07T18:04:43.000+0000,2016-02-07T18:34:44.000+0000,9.5,30.5,10065,11238
2016-02-10T21:49:12.000+0000,2016-02-10T21:51:48.000+0000,0.81,4.5,10199,10018
2016-02-07T13:57:27.000+0000,2016-02-07T14:03:30.000+0000,1.1,6,10017,10022
2016-02-08T20:13:49.000+0000,2016-02-08T20:21:09.000+0000,1.7,7.5,10006,10011
2016-02-11T21:14:06.000+0000,2016-02-11T21:28:24.000+0000,3.1,11.5,10271,11231
2016-02-25T12:08:27.000+0000,2016-02-25T12:20:13.000+0000,1.5,9.5,10110,10003
2016-02-18T09:00:38.000+0000,2016-02-18T09:17:17.000+0000,2.8,13.5,10012,10005
2016-02-25T11:18:37.000+0000,2016-02-25T11:25:22.000+0000,2.24,8.5,11370,11371
2016-02-26T04:19:04.000+0000,2016-02-26T04:21:59.000+0000,0.7,4.5,10278,10012
2016-02-25T02:51:09.000+0000,2016-02-25T03:13:11.000+0000,17.23,52,11422,10017
2016-02-10T10:57:42.000+0000,2016-02-10T11:14:18.000+0000,1.6,11,10110,10021
2016-02-18T18:11:44.000+0000,2016-02-18T18:31:19.000+0000,2.5,14,10069,10001
2016-02-02T22:25:46.000+0000,2016-02-02T22:32:29.000+0000,1.62,7.5,10153,10023
2016-02-02T21:29:07.000+0000,2016-02-02T21:29:28.000+0000,0,52,10065,10065
2016-02-21T11:59:37.000+0000,2016-02-21T12:10:42.000+0000,2.28,10,10153,10162
2016-02-06T01:10:27.000+0000,2016-02-06T01:24:57.000+0000,2.11,11,11211,11221
2016-02-29T15:56:57.000+0000,2016-02-29T16:10:25.000+0000,2.1,10.5,10011,10111
2016-02-02T19:41:14.000+0000,2016-02-02T19:49:58.000+0000,1.23,7,10110,10017
2016-02-22T18:40:14.000+0000,2016-02-22T18:48:15.000+0000,1.24,7.5,10005,10002
2016-02-20T22:13:40.000+0000,2016-02-20T22:17:29.000+0000,0.9,5,10199,10011
2016-02-19T15:38:27.000+0000,2016-02-19T15:46:20.000+0000,1.03,7,10199,10001
2016-02-04T12:39:45.000+0000,2016-02-04T12:47:54.000+0000,1.57,8,10069,10025
2016-02-26T09:56:23.000+0000,2016-02-26T10:35:08.000+0000,15.2,45.5,10007,11371
2016-02-18T16:18:45.000+0000,2016-02-18T16:24:36.000+0000,0.59,5.5,10018,10020
2016-02-20T18:09:40.000+0000,2016-02-20T18:15:28.000+0000,0.97,6,10028,10065
2016-02-14T19:10:45.000+0000,2016-02-14T19:41:34.000+0000,6,24,10162,10012
2016-02-25T14:53:58.000+0000,2016-02-25T15:08:27.000+0000,1.3,10.5,10167,10199
2016-02-12T12:35:07.000+0000,2016-02-12T12:45:12.000+0000,1.05,8,10119,10110
2016-02-01T03:06:48.000+0000,2016-02-01T03:12:09.000+0000,1.7,7,10003,10002
2016-02-28T10:14:41.000+0000,2016-02-28T10:21:59.000+0000,1.82,8,10017,10021
2016-02-21T00:36:29.000+0000,2016-02-21T00:39:51.000+0000,0.7,4.5,10017,10017
2016-02-03T22:02:33.000+0000,2016-02-03T22:13:26.000+0000,2.8,10.5,10018,10028
2016-02-09T02:47:28.000+0000,2016-02-09T02:50:06.000+0000,0.3,4,10018,10018
2016-02-03T13:23:05.000+0000,2016-02-03T13:42:13.000+0000,2.4,13.5,10022,10020
2016-02-29T22:21:57.000+0000,2016-02-29T22:24:45.000+0000,0.6,4.5,10001,10011
2016-02-23T10:16:48.000+0000,2016-02-23T10:48:37.000+0000,3.6,20.5,10002,10199
2016-02-27T16:15:27.000+0000,2016-02-27T16:28:10.000+0000,1.44,9.5,10019,10167
2016-02-27T19:49:57.000+0000,2016-02-27T19:51:56.000+0000,0.2,3.5,10002,10002
2016-02-27T12:35:51.000+0000,2016-02-27T12:39:59.000+0000,0.59,5,10022,10022
2016-02-03T06:49:36.000+0000,2016-02-03T06:52:03.000+0000,0.76,4.5,10001,10167
2016-02-29T08:28:12.000+0000,2016-02-29T08:34:31.000+0000,1,6.5,10003,10012
2016-02-10T09:14:59.000+0000,2016-02-10T09:40:06.000+0000,2.1,15.5,10001,10022
2016-02-24T02:11:13.000+0000,2016-02-24T02:36:13.000+0000,6.25,21.5,10019,11106
2016-02-09T08:19:11.000+0000,2016-02-09T08:32:33.000+0000,1.66,10,10009,10011
2016-02-19T06:36:27.000+0000,2016-02-19T06:39:44.000+0000,0.4,4,10271,10038
2016-02-01T19:34:27.000+0000,2016-02-01T19:37:41.000+0000,0.8,4.5,10110,10153
2016-02-26T18:55:38.000+0000,2016-02-26T19:02:31.000+0000,1.07,6.5,10044,10028
2016-02-01T17:45:57.000+0000,2016-02-01T18:03:33.000+0000,6.2,20,10029,11369
2016-02-09T08:48:55.000+0000,2016-02-09T09:05:17.000+0000,4.68,16.5,10044,10451
2016-02-21T00:43:49.000+0000,2016-02-21T00:51:10.000+0000,1.91,8,10021,10162
2016-02-28T20:30:30.000+0000,2016-02-28T20:33:43.000+0000,0.87,5,10019,10023
2016-02-18T07:04:53.000+0000,2016-02-18T07:09:33.000+0000,1.3,6,10023,10162
2016-02-14T18:59:51.000+0000,2016-02-14T19:13:43.000+0000,5.67,18.5,10028,10002
2016-02-10T21:15:57.000+0000,2016-02-10T21:20:28.000+0000,0.5,5,10012,10012
2016-02-27T01:02:33.000+0000,2016-02-27T01:13:23.000+0000,3.8,13.5,10005,10003
2016-02-08T12:18:24.000+0000,2016-02-08T12:20:11.000+0000,0.3,3.5,10011,10011
2016-02-25T18:35:26.000+0000,2016-02-25T19:13:59.000+0000,8.38,30.5,10012,10037
2016-02-29T07:05:53.000+0000,2016-02-29T07:53:18.000+0000,17.2,52,10119,11422
2016-02-14T23:10:53.000+0000,2016-02-14T23:21:33.000+0000,2.25,9.5,10014,10110
2016-02-28T03:26:49.000+0000,2016-02-28T03:54:46.000+0000,7.7,26.5,10002,10025
2016-02-13T15:07:04.000+0000,2016-02-13T15:09:45.000+0000,0.88,4.5,10153,10022
2016-02-17T21:05:48.000+0000,2016-02-17T21:19:57.000+0000,1.67,10.5,10012,10011
2016-02-10T13:34:46.000+0000,2016-02-10T14:18:06.000+0000,12.4,41,10016,11230
2016-02-16T23:00:13.000+0000,2016-02-16T23:05:04.000+0000,1,5.5,10012,10012
2016-02-14T04:20:14.000+0000,2016-02-14T04:23:21.000+0000,1.4,6,10002,10016
2016-02-20T18:58:57.000+0000,2016-02-20T19:09:23.000+0000,1.6,8.5,10012,10014
2016-02-09T00:30:39.000+0000,2016-02-09T00:34:31.000+0000,1.1,5.5,10023,10023
2016-02-23T15:14:11.000+0000,2016-02-23T15:20:17.000+0000,0.68,5.5,10021,10028
2016-02-02T16:12:40.000+0000,2016-02-02T16:21:14.000+0000,0.6,6.5,10111,10103
2016-02-24T20:16:07.000+0000,2016-02-24T20:29:53.000+0000,2.04,10.5,10003,10002
2016-02-13T15:05:37.000+0000,2016-02-13T15:19:32.000+0000,2.04,10.5,10001,10012
2016-02-21T18:52:17.000+0000,2016-02-21T19:01:29.000+0000,1.1,7.5,10012,10009
2016-02-07T16:30:20.000+0000,2016-02-07T17:09:27.000+0000,17.43,52,11422,10154
2016-02-17T22:06:13.000+0000,2016-02-17T22:21:11.000+0000,2.2,11.5,10002,10271
2016-02-19T10:10:09.000+0000,2016-02-19T10:18:37.000+0000,0.7,6.5,10003,10011
2016-02-28T19:03:07.000+0000,2016-02-28T19:11:03.000+0000,0.89,7,10017,10110
2016-02-10T09:00:38.000+0000,2016-02-10T09:03:29.000+0000,0.8,4.5,10001,10011
2016-02-12T11:35:16.000+0000,2016-02-12T11:56:07.000+0000,1.3,13,10001,10018
2016-02-21T03:03:15.000+0000,2016-02-21T03:14:37.000+0000,1,8.5,10011,10003
2016-02-21T19:13:34.000+0000,2016-02-21T19:23:15.000+0000,1.56,9,10011,10282
2016-02-07T11:54:27.000+0000,2016-02-07T12:03:39.000+0000,1.19,7.5,10119,10018
2016-02-07T02:52:58.000+0000,2016-02-07T03:12:48.000+0000,5.78,20.5,10018,10271
2016-02-23T23:46:01.000+0000,2016-02-23T23:50:07.000+0000,0.61,4.5,10002,10002
2016-02-14T00:35:44.000+0000,2016-02-14T00:42:51.000+0000,1.2,7,10153,10018
2016-02-29T19:47:43.000+0000,2016-02-29T20:12:34.000+0000,4.6,18.5,10011,11205
2016-02-07T00:51:07.000+0000,2016-02-07T01:05:37.000+0000,3.58,13.5,10001,10044
2016-02-07T17:35:05.000+0000,2016-02-07T18:17:46.000+0000,16.11,52,10020,11422
2016-02-12T12:01:15.000+0000,2016-02-12T12:30:28.000+0000,2.4,18,10199,10022
2016-02-04T15:59:11.000+0000,2016-02-04T17:09:08.000+0000,17.6,52,10018,11422
2016-02-23T08:24:23.000+0000,2016-02-23T08:34:59.000+0000,2.4,10,10282,10011
2016-02-09T09:09:30.000+0000,2016-02-09T09:29:05.000+0000,2.11,13,10103,10110
2016-02-07T16:53:55.000+0000,2016-02-07T17:05:08.000+0000,2.6,11,10044,10009
2016-02-27T21:22:31.000+0000,2016-02-27T21:30:02.000+0000,2.4,9,10044,10035
2016-02-23T13:43:41.000+0000,2016-02-23T13:50:47.000+0000,0.65,6,10110,10017
2016-02-26T22:10:53.000+0000,2016-02-26T22:26:11.000+0000,1.4,10.5,10011,10001
2016-02-26T15:40:42.000+0000,2016-02-26T16:00:37.000+0000,2.2,13.5,10065,10110
2016-02-29T01:34:47.000+0000,2016-02-29T01:43:28.000+0000,1.8,8.5,10011,10009
2016-02-15T09:13:39.000+0000,2016-02-15T09:16:47.000+0000,0.6,4,10012,10003
2016-02-28T04:31:09.000+0000,2016-02-28T04:41:42.000+0000,3.1,11.5,10003,10021
2016-02-12T22:48:07.000+0000,2016-02-12T22:51:58.000+0000,0.67,4.5,10011,10011
2016-02-22T13:37:30.000+0000,2016-02-22T13:56:59.000+0000,2.5,14,10065,10003
2016-02-19T14:31:55.000+0000,2016-02-19T14:44:56.000+0000,1.24,9.5,10119,10111
2016-02-12T07:47:21.000+0000,2016-02-12T07:54:09.000+0000,0.71,6,10119,10001
2016-02-10T15:01:18.000+0000,2016-02-10T15:12:14.000+0000,1.25,8.5,10199,10009
2016-02-10T13:57:15.000+0000,2016-02-10T14:03:39.000+0000,0.6,5.5,10009,10009
2016-02-26T19:50:17.000+0000,2016-02-26T19:52:01.000+0000,0.6,3.5,10044,10028
2016-02-26T09:53:59.000+0000,2016-02-26T10:05:55.000+0000,1.71,9,10022,10021
2016-02-26T19:51:52.000+0000,2016-02-26T19:59:22.000+0000,1,6.5,10012,10012
2016-02-29T10:10:53.000+0000,2016-02-29T10:19:16.000+0000,0.95,7,10009,10001
2016-02-24T17:52:25.000+0000,2016-02-24T18:26:05.000+0000,7.32,27,10028,10007
2016-02-07T00:02:16.000+0000,2016-02-07T00:13:32.000+0000,1.93,9.5,10019,10199
2016-02-17T23:38:13.000+0000,2016-02-17T23:43:38.000+0000,1.31,6.5,10014,10013
2016-02-28T17:52:22.000+0000,2016-02-28T17:58:13.000+0000,1.36,7,10044,10065
2016-02-03T13:19:15.000+0000,2016-02-03T13:25:32.000+0000,0.68,6,10007,10282
2016-02-13T10:31:07.000+0000,2016-02-13T10:32:29.000+0000,0.46,3.5,10020,10018
2016-02-13T20:07:09.000+0000,2016-02-13T20:12:53.000+0000,1,6,10025,10162
2016-02-25T22:25:25.000+0000,2016-02-25T22:36:15.000+0000,3,11.5,10153,10026
2016-02-08T17:41:30.000+0000,2016-02-08T17:42:49.000+0000,0.3,3,10013,10007
2016-02-25T06:23:40.000+0000,2016-02-25T06:28:07.000+0000,1.3,6,10065,10017
2016-02-22T10:56:22.000+0000,2016-02-22T11:06:28.000+0000,1.5,8.5,10021,10028
2016-02-03T12:02:14.000+0000,2016-02-03T12:42:33.000+0000,20.33,55,10280,11371
2016-02-11T07:54:51.000+0000,2016-02-11T08:32:10.000+0000,5.53,25,10026,10011
2016-02-21T10:17:59.000+0000,2016-02-21T10:29:03.000+0000,2.02,10,10016,10003
2016-02-27T15:40:07.000+0000,2016-02-27T16:05:47.000+0000,10.4,31,11371,10111
2016-02-15T14:12:35.000+0000,2016-02-15T14:16:38.000+0000,0.61,4.5,10021,10021
2016-02-21T12:52:32.000+0000,2016-02-21T13:03:58.000+0000,0.84,8.5,10003,10002
2016-02-18T23:35:16.000+0000,2016-02-18T23:54:20.000+0000,4.05,15.5,10103,11103
2016-02-07T16:50:37.000+0000,2016-02-07T16:57:22.000+0000,1.39,7,10017,10003
2016-02-04T20:46:27.000+0000,2016-02-04T21:16:50.000+0000,8.7,28,10014,11372
2016-02-22T23:14:13.000+0000,2016-02-22T23:21:31.000+0000,1.57,7.5,10103,10162
2016-02-17T13:19:07.000+0000,2016-02-17T13:31:54.000+0000,2.59,11,10119,10278
2016-02-22T07:39:03.000+0000,2016-02-22T07:41:12.000+0000,0.5,3.5,10110,10110
2016-02-29T14:58:57.000+0000,2016-02-29T15:11:51.000+0000,1.9,10.5,10280,10013
2016-02-13T12:36:53.000+0000,2016-02-13T12:52:44.000+0000,5.8,19,10028,11102
2016-02-07T00:12:58.000+0000,2016-02-07T00:32:27.000+0000,3.7,15,10001,10006
2016-02-23T05:35:05.000+0000,2016-02-23T05:42:20.000+0000,1.65,7.5,10018,10022
2016-02-28T12:11:18.000+0000,2016-02-28T12:20:23.000+0000,2.4,9.5,10016,10021
2016-02-23T18:49:45.000+0000,2016-02-23T18:55:46.000+0000,1.2,6,10028,10044
2016-02-07T18:14:35.000+0000,2016-02-07T18:27:27.000+0000,2.63,11,10001,10013
2016-02-28T21:02:57.000+0000,2016-02-28T21:17:16.000+0000,2.7,12,10110,10009
2016-02-01T10:04:20.000+0000,2016-02-01T10:17:12.000+0000,1.5,10,10103,10199
2016-02-19T20:33:20.000+0000,2016-02-19T20:53:30.000+0000,8.64,26.5,11371,10110
2016-02-17T18:45:54.000+0000,2016-02-17T19:07:49.000+0000,4.6,18.5,10014,10023
2016-02-22T12:43:18.000+0000,2016-02-22T13:13:34.000+0000,3.6,20,10001,10005
2016-02-28T18:58:43.000+0000,2016-02-28T19:04:56.000+0000,1.21,6.5,10103,10023
2016-02-24T09:35:10.000+0000,2016-02-24T09:45:30.000+0000,0.79,8,10017,10154
2016-02-07T22:46:00.000+0000,2016-02-07T22:50:39.000+0000,0.7,5,10009,10003
2016-02-09T23:17:33.000+0000,2016-02-09T23:27:07.000+0000,2.99,11,10017,11109
2016-02-02T11:31:31.000+0000,2016-02-02T11:50:55.000+0000,2.2,13,10119,10012
2016-02-02T19:09:23.000+0000,2016-02-02T19:14:54.000+0000,0.7,5.5,10017,10152
2016-02-02T19:05:51.000+0000,2016-02-02T19:20:22.000+0000,2.27,11,10111,10199
2016-02-18T18:43:34.000+0000,2016-02-18T19:09:52.000+0000,4.27,18.5,10001,10162
2016-02-10T16:58:17.000+0000,2016-02-10T17:18:19.000+0000,2.31,13.5,10021,10069
2016-02-02T00:51:07.000+0000,2016-02-02T00:58:58.000+0000,1.7,8,10003,10278
2016-02-26T20:38:38.000+0000,2016-02-26T20:51:20.000+0000,1.7,10,10199,10110
2016-02-15T19:40:48.000+0000,2016-02-15T19:49:55.000+0000,1.8,8.5,10001,10009
2016-02-28T14:41:36.000+0000,2016-02-28T14:47:02.000+0000,1.24,6.5,10023,10044
2016-02-20T20:21:14.000+0000,2016-02-20T20:32:14.000+0000,1.25,8.5,10001,10012
2016-02-06T22:23:39.000+0000,2016-02-06T22:39:49.000+0000,3.48,14,10019,10025
2016-02-14T12:02:36.000+0000,2016-02-14T12:14:40.000+0000,2.25,10,10012,10014
2016-02-24T10:12:38.000+0000,2016-02-24T10:24:59.000+0000,1.2,9,10013,10012
2016-02-14T22:27:15.000+0000,2016-02-14T22:33:24.000+0000,2.9,10.5,10025,10019
2016-02-03T14:10:48.000+0000,2016-02-03T14:28:12.000+0000,0.76,11,10110,10018
2016-02-20T19:16:57.000+0000,2016-02-20T19:50:30.000+0000,3.52,22,10014,10153
